"ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","negLog10P","padj"
"ENSG00000151835",-25.0833333333333,17,-3.06164381898363,0.020059947584154,0.0657368776277155,-3.00246634664732,"SACS","26278",1.69767020610834,0.0657368776277155
"ENSG00000140612",51.5833333333333,105.857142857143,3.06113069038544,0.0200738063836588,0.0657368776277155,-3.00292699110002,"SEC11A","23478",1.69737026903319,0.0657368776277155
"ENSG00000197312",-22.25,27.7142857142857,-3.06113012851881,0.0200738215644338,0.0657368776277155,-3.00292749552408,"DDI2","84301",1.697369940599,0.0657368776277155
"ENSG00000167434",180.833333333333,91,3.06094149855003,0.0200789187543506,0.0657368776277155,-3.00309684415347,"CA4","762",1.69725967756598,0.0657368776277155
"ENSG00000126522",28.9166666666667,30.1428571428571,3.06080164778697,0.0200826987223459,0.0657368776277155,-3.0032224039174,"ASL","435",1.69717792691199,0.0657368776277155
"ENSG00000214022",-27.9166666666666,87.2857142857143,-3.0591786980726,0.0201266207195827,0.0658655963416274,-3.0046797723073,"REPIN1","29803",1.69622913748279,0.0658655963416274
"ENSG00000157540",-37.6666666666666,94.8571428571429,-3.058025358589,0.0201578963530134,0.0659378185340405,-3.00571573761509,"DYRK1A","1859",1.69555479216439,0.0659378185340405
"ENSG00000186767",-3.5,3,-2.98901934877535,0.0197746616527683,0.0652734075699678,-3.00576796769544,"SPIN4","139886",1.70389093860615,0.0652734075699678
"ENSG00000153046",-5.91666666666667,16.7142857142857,-2.99554479951234,0.0198476281604742,0.0653557300622144,-3.00672591423045,"CDYL","9425",1.7022913850401,0.0653557300622144
"ENSG00000116903",-14.4166666666667,29.5714285714286,-3.05645557023979,0.020200548948298,0.066032100213469,-3.00712616412129,"EXOC8","149371",1.69463682847529,0.066032100213469
"ENSG00000105404",353.333333333333,209.428571428571,3.05596109430631,0.0202140043876601,0.0660610081790652,-3.00757053584909,"RABAC1","10567",1.69434764436709,0.0660610081790652
"ENSG00000188428",-4.5,12.5714285714286,-2.98711373437857,0.0198287214344649,0.0653535678387656,-3.00761429447662,"BLOC1S5","63915",1.70270528840985,0.0653535678387656
"ENSG00000168803",-3.08333333333333,2.42857142857143,-2.98649693013276,0.0198462528037805,0.0653557300622144,-3.00821203753343,"MAPDA","161823",1.70232148085379,0.0653557300622144
"ENSG00000197776",-3.08333333333333,2.42857142857143,-2.98649693013276,0.0198462528037805,0.0653557300622144,-3.00821203753343,"KLHDC1","122773",1.70232148085379,0.0653557300622144
"ENSG00000005175",-12.25,24,-3.05523738672025,0.0202337149288729,0.0661103404747207,-3.00822099285219,"RPAP3","79657",1.69392437303776,0.0661103404747207
"ENSG00000035687",-16.25,51.2857142857143,-3.0550575936762,0.0202386148843217,0.0661112701489224,-3.00838260297055,"ADSS2","159",1.69381921360497,0.0661112701489224
"ENSG00000012171",5.41666666666667,4.57142857142857,3.00470360621058,0.019972826389539,0.065617147982513,-3.00872519623631,"SEMA3B","7869",1.69956047300989,0.065617147982513
"ENSG00000091592",-251,389.428571428571,-2.98507242721037,0.0198868039467538,0.0654396002144043,-3.00959275951934,"NLRP1","22861",1.70143500771615,0.0654396002144043
"ENSG00000211786",-3.91666666666667,2.57142857142857,-2.98450952836154,0.0199028520438602,0.0654773662554557,-3.01013845067948,"TRAV8-2","28684",1.70108468549181,0.0654773662554557
"ENSG00000164818",-5.91666666666667,9.71428571428571,-3.00526536854091,0.0200286195505369,0.0657100197988755,-3.01019084374737,"DNAAF5","54919",1.69834898292033,0.0657100197988755
"ENSG00000115816",-16.3333333333333,29,-3.05280549753405,0.0203001000579028,0.0662667805901095,-3.01040744301081,"CEBPZ","10153",1.69250182147162,0.0662667805901095
"ENSG00000102096",-97.6666666666667,156.142857142857,-3.05240240865847,0.0203111260669303,0.0662735565129296,-3.01076995518586,"PIM2","11040",1.69226599825461,0.0662735565129296
"ENSG00000231123",4.08333333333333,2,2.98364306351591,0.0199275814774432,0.065543668675751,-3.01097853029706,NA,NA,1.70054540650455,0.065543668675751
"ENSG00000127948",541.583333333333,307.857142857143,3.04985042122257,0.020311429285937,0.0662735565129296,-3.01114984653148,"POR","5447",1.69225951484458,0.0662735565129296
"ENSG00000171467",-21.8333333333333,34.1428571428571,-3.05190784840763,0.0203246629536433,0.0663001431670234,-3.01121477165714,"ZNF318","24149",1.69197664763237,0.0663001431670234
"ENSG00000158092",-13.8333333333333,20.5714285714286,-3.05175550662878,0.0203288347381714,0.0663001431670234,-3.01135179968294,"NCK1","4690",1.6918875146864,0.0663001431670234
"ENSG00000102144",634.583333333333,671.714285714286,2.98321440035538,0.0199398277874682,0.06555384283399,-3.0113941858727,"PGK1","5230",1.70027859684057,0.06555384283399
"ENSG00000164187",-11.0833333333333,15,-3.05094004376375,0.0203511813235222,0.0663428132175993,-3.01208536287551,"LMBRD2","92255",1.69141037624729,0.0663428132175993
"ENSG00000175414",-8.41666666666667,7.14285714285714,-3.04803172019818,0.0203477274183592,0.0663428132175993,-3.01241516425926,"ARL10","285598",1.69148408888496,0.0663428132175993
"ENSG00000116350",26.5,99.8571428571429,3.03326858451521,0.0202709754487487,0.0661867910480683,-3.0125048705562,"SRSF4","6429",1.69312535235208,0.0661867910480683
"ENSG00000148834",181.666666666667,134.857142857143,3.05038107415295,0.0203665143209683,0.0663776908153698,-3.01258826392234,"GSTO1","9446",1.69108329307663,0.0663776908153698
"ENSG00000224397",704.75,406.285714285714,3.04837269750294,0.0203759864926018,0.0663783558153351,-3.01314175360108,"PELATON","100506115",1.6908813559415,0.0663783558153351
"ENSG00000160613",-56.0833333333333,134.714285714286,-3.04967227282654,0.0203859751703381,0.0663957954388182,-3.01322605010761,"PCSK7","9159",1.69066850908466,0.0663957954388182
"ENSG00000258056",4.83333333333333,5.57142857142857,2.98165085741693,0.0200282293916968,0.0657100197988755,-3.01412594613159,"CD63-AS1","105369779",1.69835744308811,0.0657100197988755
"ENSG00000088876",-3.83333333333333,5.85714285714286,-2.97946370753408,0.0200473196491526,0.0657265909331413,-3.01503236007895,"ZNF343","79175",1.69794368485913,0.0657265909331413
"ENSG00000188171",-3.83333333333333,5.85714285714286,-2.97946370753408,0.0200473196491526,0.0657265909331413,-3.01503236007895,"ZNF626","199777",1.69794368485913,0.0657265909331413
"ENSG00000163714",-42.8333333333333,68.1428571428571,-3.04766266546973,0.0204412596121015,0.0665455915190323,-3.01503481587515,"U2SURP","23350",1.68949234602607,0.0665455915190323
"ENSG00000167968",3.25,3.14285714285714,2.9784881765003,0.0200753777967997,0.0657368776277155,-3.01597900609692,"DNASE1L2","1775",1.69733627302206,0.0657368776277155
"ENSG00000159399",41,103.571428571429,3.04619643775448,0.020481697224701,0.0665864346451697,-3.01635497577041,"HK2","3099",1.68863405820492,0.0665864346451697
"ENSG00000168566",-7.58333333333333,16,-3.01894523067774,0.0203740948961744,0.0663783558153351,-3.01754954886178,"SNRNP48","154007",1.69092167536482,0.0663783558153351
"ENSG00000009954",-37.8333333333333,64.2857142857143,-3.04473861099929,0.0205219883226136,0.0666569071957183,-3.01766796286807,"BAZ1B","9031",1.68778056384745,0.0666569071957183
"ENSG00000139725",-3.75,6.14285714285714,-2.97637768840434,0.0201362215469879,0.0658819637823332,-3.01802754022321,"RHOF","54509",1.69602201914697,0.0658819637823332
"ENSG00000116991",36.1666666666667,42,3.04414663972769,0.0205383733848549,0.0666950034832603,-3.01820123126376,"SIPA1L2","57568",1.68743395499167,0.0666950034832603
"ENSG00000198707",-11.5,8.57142857142857,-3.04369677509367,0.0205508344975756,0.0667203430061814,-3.01860652802442,"CEP290","80184",1.68717053824855,0.0667203430061814
"ENSG00000113648",242.25,326.571428571429,2.97522984845015,0.0201693946440349,0.0659603673244648,-3.01914199289705,"MACROH2A1","9555",1.69530713632866,0.0659603673244648
"ENSG00000171466",-5.83333333333333,13,-2.9878788027785,0.0202579115744587,0.0661592169157653,-3.01941453186899,"ZNF562","54811",1.6934053288888,0.0661592169157653
"ENSG00000141098",21.8333333333333,22.8571428571429,3.04234712626867,0.0205882680926367,0.0668267283387555,-3.01982269048404,"GFOD2","81577",1.68638018516664,0.0668267283387555
"ENSG00000169972",4,10.7142857142857,2.97449449297816,0.020190677084966,0.0660148958148946,-3.01985607295813,"PUSL1","126789",1.69484911694868,0.0660148958148946
"ENSG00000087253",69.75,112.142857142857,3.04202824999616,0.0205971230701374,0.0668403241632643,-3.02011007722633,"LPCAT2","54947",1.6861934360395,0.0668403241632643
"ENSG00000256235",10.8333333333333,22.1428571428571,3.04103446956957,0.0206247459169617,0.0668996513846375,-3.02100583982915,"SMIM3","85027",1.68561139296185,0.0668996513846375
"ENSG00000164307",-83.4166666666667,92,-3.04032319890557,0.0206445406191434,0.0669486981726534,-3.02164706807839,"ERAP1","51752",1.68519477657183,0.0669486981726534
"ENSG00000180758",-6.16666666666667,8.85714285714286,-3.00049574702176,0.0204169323841367,0.0664815047670775,-3.02167353689191,"GPR157","80045",1.69000950949305,0.0664815047670775
"ENSG00000172869",-28.3333333333333,28.8571428571429,-3.03791237311843,0.0207117859016107,0.0670649816131212,-3.02382117695219,"DMXL1","1657",1.68378245186585,0.0670649816131212
"ENSG00000039650",31,60.2857142857143,3.03765839942303,0.0207188836809284,0.0670649816131212,-3.02405027514174,"PNKP","11284",1.68363364778169,0.0670649816131212
"ENSG00000198648",-14.5,19.2857142857143,-3.0375817602946,0.0207210260203511,0.0670649816131212,-3.02411941015365,"STK39","27347",1.68358874391017,0.0670649816131212
"ENSG00000140718",-8.58333333333333,6.57142857142857,-3.03710538035812,0.0207272182072946,0.0670649816131212,-3.02435727820395,"FTO","79068",1.68345898050569,0.0670649816131212
"ENSG00000183864",-15.0833333333333,47.2857142857143,-3.03635680329755,0.0207335729180011,0.0670703926100832,-3.024640256158,"TOB2","10766",1.68332585155466,0.0670703926100832
"ENSG00000115760",-93.4166666666667,97.7142857142857,-3.03690340351126,0.0207399989041314,0.0670760316782068,-3.02473139252765,"BIRC6","57448",1.68319127089441,0.0670760316782068
"ENSG00000116786",55.0000000000001,131.571428571429,3.03632934231481,0.0207560693244999,0.0671012744480742,-3.02524934998164,"PLEKHM2","23207",1.68285488744726,0.0671012744480742
"ENSG00000136051",-40.0833333333333,86.5714285714286,-3.03542840415706,0.0207813173802193,0.0671338723848131,-3.02606235983105,"WASHC4","23325",1.68232692488158,0.0671338723848131
"ENSG00000116771",-5.08333333333333,4.57142857142857,-2.97849856807069,0.0204570827333541,0.0665618031935989,-3.02644899181923,"AGMAT","79814",1.689156298441,0.0665618031935989
"ENSG00000112773",-10.8333333333333,36.8571428571429,-3.01679014342466,0.020692191337991,0.0670640761278799,-3.0265237525522,"TENT5A","55603",1.68419351438003,0.0670640761278799
"ENSG00000157259",-11.1666666666667,20.7142857142857,-3.0338477496861,0.0208256936186636,0.0672165920220229,-3.0274891067699,"GATAD1","57798",1.68140052510765,0.0672165920220229
"ENSG00000006695",-5.16666666666667,8.28571428571429,-2.97215867412762,0.0204601800796856,0.0665618031935989,-3.02762793060722,"COX10","1352",1.68909054817667,0.0665618031935989
"ENSG00000123992",-13.5833333333333,33.4285714285714,-3.03276187079872,0.0208562381612632,0.0673000124852297,-3.02846951879705,"DNPEP","23549",1.68076402252194,0.0673000124852297
"ENSG00000158006",-10.6666666666667,20.4285714285714,-3.03252943735335,0.0208627824960007,0.0673059676740347,-3.02867940495103,"PAFAH2","5051",1.68062776963571,0.0673059676740347
"ENSG00000211794",-3.91666666666667,3.57142857142857,-2.96529928207457,0.0204588138011347,0.0665618031935989,-3.02879274182407,"TRAV12-3","28672",1.68911955022092,0.0665618031935989
"ENSG00000214922",-3.5,4,-2.96462636919527,0.0204785833516484,0.0665864346451697,-3.02944727831387,"HLA-F-AS1","285830",1.68870008987598,0.0665864346451697
"ENSG00000120129",430.333333333333,484.428571428571,2.96462455325943,0.020478636729423,0.0665864346451697,-3.02944904475899,"DUSP1","1843",1.68869895788153,0.0665864346451697
"ENSG00000113369",-98,158,-3.03139824331092,0.0208946635746328,0.0673633043085842,-3.02970100798253,"ARRDC3","57561",1.6799646170476,0.0673633043085842
"ENSG00000144647",-3.33333333333333,6.57142857142857,-2.96424598547484,0.0204897675913338,0.0665975563826332,-3.02981730699398,"POMGNT2","84892",1.68846296762973,0.0665975563826332
"ENSG00000108784",6.66666666666667,21.8571428571429,2.97791646794691,0.0206034654351143,0.0668457619235735,-3.03050769669947,"NAGLU","4669",1.68605972658372,0.0668457619235735
"ENSG00000236943",3.41666666666667,6.71428571428571,2.96340842328992,0.0205144167680986,0.0666569071957183,-3.0306321519031,NA,NA,1.68794082566256,0.0666569071957183
"ENSG00000008853",-3.58333333333333,11.7142857142857,-2.96326261691643,0.0205187109994828,0.0666569071957183,-3.03077401527035,"RHOBTB2","23221",1.68784992540209,0.0666569071957183
"ENSG00000072609",16.75,77.4285714285714,2.99548976947281,0.0207656103418236,0.0671012744480742,-3.03191246237089,"CHFR","55743",1.68265529960392,0.0671012744480742
"ENSG00000101752",-18.75,28.7142857142857,-3.02891266638787,0.0209648997939356,0.0675289464016941,-3.0319466008317,"MIB1","57534",1.67850720905554,0.0675289464016941
