"ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000123353",8.91666666666667,14.5714285714286,7.97330266169235,6.47252564442142e-05,0.0174617503877124,1.00436215102449
"ENSG00000235016",-8.74999999999999,21,-7.97108318994344,6.48475188194685e-05,0.0174617503877124,1.00340705708773
"ENSG00000125384",203.916666666667,250.142857142857,7.95856157847188,6.55421518500943e-05,0.0174617503877124,0.998009868631078
"ENSG00000143207",25,60.7142857142857,7.94597849183157,6.62486004185639e-05,0.0174617503877124,0.992571040912889
"ENSG00000197122",-61.9166666666667,74.7142857142857,-8.3373213789959,5.95979764936967e-05,0.0174617503877124,0.987277500609335
"ENSG00000171840",7.41666666666667,18.4285714285714,7.92869326177115,6.72329831653797e-05,0.0174617503877124,0.985074956582484
"ENSG00000111817",90.3333333333334,101.714285714286,8.19490421747855,6.67619995501758e-05,0.0174617503877124,0.932654017788098
"ENSG00000068028",-39.25,86.4285714285714,-7.80111831238455,7.50261835596893e-05,0.0184731976095052,0.928848840165942
"ENSG00000089094",-27.5833333333333,68.4285714285714,-7.79545303222413,7.53950002544105e-05,0.0184731976095052,0.926314728507064
"ENSG00000099364",16.9166666666667,37,7.91029709836318,7.31625691493786e-05,0.0184731976095052,0.924661712489979
"ENSG00000198517",-15.1666666666667,45,-7.69886230003686,8.20060355470216e-05,0.0188974307351585,0.882612331228382
"ENSG00000085662",-26.9166666666667,35.7142857142857,-7.99793071978252,7.83238640286685e-05,0.0187845962873163,0.854176817539737
"ENSG00000131591",-6.16666666666667,14.8571428571429,-7.63121172664879,8.7022446637987e-05,0.0194840257248431,0.851437061705354
"ENSG00000084073",22.75,48,7.81627737100724,8.29472933854949e-05,0.0188974307351585,0.849165542012569
"ENSG00000232629",-18.25,14.4285714285714,-7.978846487056,7.9558970876513e-05,0.0187845962873163,0.846387129300415
"ENSG00000113384",59.0833333333334,105.571428571429,7.59211553010215,9.00775130150533e-05,0.0194957764002247,0.833203935317533
"ENSG00000187608",-60.4166666666667,47.8571428571429,-7.90254056351991,8.91110901070499e-05,0.0194957764002247,0.776639250182533
"ENSG00000127511",-60.25,117.428571428571,-7.45981383384775,0.000101341000630347,0.0198200589111395,0.770303094861747
"ENSG00000147853",10.5,19,7.52108138100491,9.9926392582999e-05,0.0198200589111395,0.76856247809584
"ENSG00000174738",-47.5833333333333,56.8571428571429,-7.78868250279774,9.31396521472694e-05,0.0198200589111395,0.766906554109378
"ENSG00000168958",20.9166666666667,46.7142857142857,7.58043736551188,9.94003566815266e-05,0.0198200589111395,0.760444845840277
"ENSG00000113391",8.41666666666667,21.8571428571429,7.43326786854393,0.00010378592376078,0.0198200589111395,0.757455434027873
"ENSG00000180902",-16.4166666666667,37.7142857142857,-7.5154161531603,0.000103009891238787,0.0198200589111395,0.746519881039796
"ENSG00000184205",-25,25.2857142857143,-7.7262370109513,9.81538356786558e-05,0.0198200589111395,0.740052130103966
"ENSG00000107566",35.0833333333333,38.2857142857143,7.71129721517266,9.95195147086641e-05,0.0198200589111395,0.73264322910132
"ENSG00000036549",-9.66666666666666,22.8571428571429,-7.36702095212962,0.000110180117401573,0.020439985779669,0.725056628019709
"ENSG00000156711",13.3333333333333,10.7142857142857,7.6346793309456,0.000106063846966003,0.0199615234304423,0.699983463608719
"ENSG00000168297",33.8333333333334,62,7.5299559264899,0.000113693652865275,0.0206687377340116,0.668404651382846
"ENSG00000113494",-10.25,6.85714285714286,-7.51867415009027,0.000114596420518161,0.0206687377340116,0.664658919657474
"ENSG00000090565",-6.58333333333333,16.4285714285714,-7.24598870589625,0.00012303173428415,0.0210336824373295,0.664600747589624
"ENSG00000176624",-50.25,61.7142857142857,-7.5270943483546,0.000116288750458347,0.0206866536089328,0.651821543910887
"ENSG00000108773",-31.8333333333333,44.8571428571429,-7.49150242289947,0.000119911757358671,0.0210336824373295,0.635626502463389
"ENSG00000130589",-104,121.428571428571,-7.3521566988262,0.000125904700678608,0.0212337460131481,0.626129022599609
"ENSG00000171503",15.5,16.1428571428571,7.46117898287965,0.000123098711322736,0.0210336824373295,0.621724523980638
"ENSG00000113649",-20.9166666666667,60.2857142857143,-7.15732600411206,0.000133510084083635,0.0222277173321805,0.61925343375514
"ENSG00000013563",17.8333333333333,67.1428571428571,7.07854239883785,0.000143662233955308,0.0233199721267953,0.578188895821008
"ENSG00000092203",29.4166666666667,72.8571428571429,7.03862599366501,0.000150177810796805,0.0239029381688312,0.551757578952406
"ENSG00000121807",155.916666666667,123.571428571429,7.28961335186765,0.000143024000555618,0.0233199721267953,0.541226863894199
"ENSG00000204308",-7.33333333333333,22.8571428571429,-6.99736637779783,0.000155033011115487,0.0239029381688312,0.535104122581786
"ENSG00000140749",69.5833333333334,114.571428571429,6.97794656086617,0.000158168078869729,0.0239029381688312,0.523380079857128
"ENSG00000129007",11.4166666666667,37.1428571428571,6.94212296647722,0.000163345006312536,0.0239029381688312,0.505326684413024
"ENSG00000163946",97.8333333333334,131.428571428571,6.93473438843566,0.000164493928014482,0.0239029381688312,0.501315714684741
"ENSG00000129473",-13.25,35.5714285714286,-6.92941272601751,0.000167277587760346,0.0239029381688312,0.489446960346711
"ENSG00000124275",14.4166666666667,41.4285714285714,6.89164552412405,0.000171376516082406,0.0239029381688312,0.477790033811464
"ENSG00000104814",-29.75,35,-7.13269647464429,0.000164647413703612,0.0239029381688312,0.46392660854268
"ENSG00000132842",34.9166666666667,88.7142857142857,6.84626320195684,0.000178974769464566,0.0239029381688312,0.452762128251803
"ENSG00000130414",-28.5,88.2857142857143,-6.84305610113569,0.000179525776805701,0.0239029381688312,0.450983668248772
"ENSG00000198019",14.4166666666667,13.4285714285714,7.09220530585652,0.000170565904712361,0.0239029381688312,0.444597835546715
"ENSG00000166387",-13.4166666666667,28,-6.97956591864981,0.00017549780011439,0.0239029381688312,0.443632423876507
"ENSG00000064490",16.4166666666667,42.2857142857143,6.88183440959556,0.000183085795064502,0.0239029381688312,0.429019837036109
"ENSG00000123609",20.3333333333333,52.7142857142857,6.87404087360501,0.000183576124126836,0.0239029381688312,0.428374321584299
"ENSG00000235106",5.41666666666667,6.57142857142857,6.80146019070499,0.000186846376321694,0.0239029381688312,0.427799403268649
"ENSG00000119686",58.3333333333333,54,7.11938983691652,0.000174079471626158,0.0239029381688312,0.424037121834574
"ENSG00000118217",56.3333333333333,104.142857142857,6.80351926878476,0.000189749711959966,0.0239029381688312,0.415639985987906
"ENSG00000074964",-82.8333333333333,89,-7.01351422992526,0.000183165638590402,0.0239029381688312,0.404839146058957
"ENSG00000101916",193.416666666667,207.142857142857,6.88420822398726,0.000189513164818677,0.0239029381688312,0.402247404028689
"ENSG00000065559",13.8333333333333,33.4285714285714,6.83634022814826,0.000192327145652492,0.0239029381688312,0.399518954936978
"ENSG00000146232",-82.1666666666667,116.285714285714,-6.83792539378301,0.00019416736362564,0.0239029381688312,0.391965638920346
"ENSG00000161999",-10.5,29,-6.72998462565427,0.00020021601071604,0.0239029381688312,0.387445835448452
"ENSG00000188807",-5.58333333333333,9.85714285714286,-6.72480671129623,0.000201225213253287,0.0239029381688312,0.384496952694346
"ENSG00000154035",32.4166666666667,54.1428571428571,6.97147972432987,0.00019032156844053,0.0239029381688312,0.383303805132885
"ENSG00000100934",21.5833333333333,46,6.93735017634389,0.000192094247631159,0.0239029381688312,0.382400078009688
"ENSG00000204946",-16.0833333333333,27.8571428571429,-6.96965898932762,0.000190638537698908,0.0239029381688312,0.382366269655921
"ENSG00000141027",64.2500000000001,104.285714285714,6.81074427359223,0.000200866590157527,0.0239029381688312,0.370865295159522
"ENSG00000154727",16.6666666666667,34.1428571428571,6.9008532340675,0.000198534830949089,0.0239029381688312,0.363815277638875
"ENSG00000130119",7.83333333333334,18.8571428571429,6.68458473493961,0.000209260607323747,0.0239029381688312,0.36147146641
"ENSG00000204569",-11.1666666666667,32.7142857142857,-6.66761538950624,0.000212757419987022,0.0239029381688312,0.351693848974825
"ENSG00000018189",-23.25,51.2857142857143,-6.84911996064497,0.000205514660299474,0.0239029381688312,0.346663130537738
"ENSG00000139719",9,15.8571428571429,6.71897055652063,0.000212267345545334,0.0239029381688312,0.344667327231255
"ENSG00000050130",13.75,47.1428571428571,6.630658423914,0.000220600580002018,0.0240099479311368,0.330268476990002
"ENSG00000146476",15.6666666666667,20.7142857142857,6.86526258556749,0.000209842415599207,0.0239029381688312,0.327945852787757
"ENSG00000105202",-38.6666666666667,66.4285714285714,-6.8641208004889,0.000210064102759133,0.0239029381688312,0.327343371221061
"ENSG00000179978",6,5.57142857142857,6.6248182956193,0.000221869224683229,0.0240099479311368,0.326866221345114
"ENSG00000115368",-11.75,24.7142857142857,-6.73141851913096,0.000216669879384205,0.0239029381688312,0.326853407730132
"ENSG00000143153",-8.33333333333333,6.42857142857143,-6.76230486617883,0.000216269754996906,0.0239029381688312,0.322938038823209
"ENSG00000014914",-55.75,66.8571428571429,-6.84554191981145,0.000213708481288084,0.0239029381688312,0.317517546672557
"ENSG00000163251",13,9.57142857142857,6.82807711537854,0.000217199037726943,0.0239029381688312,0.308242365934801
"ENSG00000103194",26.1666666666667,66.7142857142857,6.65306147106711,0.000226174562996677,0.0242735774799574,0.307424710694323
"ENSG00000115419",-18.1666666666667,50.7142857142857,-6.62617727507576,0.000229615580145317,0.0244408846210417,0.300411367165879
"ENSG00000180354",-15.6666666666667,21.2857142857143,-6.75138040255507,0.000233303155215426,0.024631502224614,0.267063957014456
"ENSG00000125779",9.91666666666666,47,6.51956974121247,0.000246183750001046,0.0253725569643935,0.264770893015361
"ENSG00000139508",12.5,23.8571428571429,6.653664744454,0.000245598285437078,0.0253725569643935,0.244486300346988
"ENSG00000100079",-188.333333333333,117.285714285714,-6.73434408681255,0.00024190070286184,0.0253332461884182,0.242437761201688
"ENSG00000115816",-10.1666666666667,32.1428571428571,-6.47366332066468,0.000257706986107564,0.0256577921724175,0.237217421317665
"ENSG00000239305",-8.75,26,-6.4627145678267,0.000260543172023427,0.0256577921724175,0.230603253430677
"ENSG00000169635",-14.8333333333333,25.1428571428571,-6.68036497630618,0.000249414805040547,0.0255031547894216,0.228278621158495
"ENSG00000184060",41.6666666666667,107.857142857143,6.45554186810446,0.000262420032723142,0.0256577921724175,0.226261265123054
"ENSG00000165782",-24.3333333333333,81.5714285714286,-6.44965204586711,0.000263972461922864,0.0256577921724175,0.222690562518846
"ENSG00000100445",-6.75,16.8571428571429,-6.44912293841342,0.00026411242278208,0.0256577921724175,0.222369556966615
"ENSG00000102445",6.91666666666666,9.71428571428571,6.43770316324381,0.000267153431153282,0.0256577921724175,0.215431836165322
"ENSG00000148229",-28,76,-6.4214625739444,0.000271545527955484,0.0256577921724175,0.2055342779362
"ENSG00000149418",125.5,152.285714285714,6.4919711281466,0.000268056968123839,0.0256577921724175,0.204236584259998
"ENSG00000110315",113.666666666667,158.714285714286,6.41448286321963,0.000273457757917918,0.0256577921724175,0.201269357071788
"ENSG00000108239",-19.6666666666667,22.5714285714286,-6.62124376042197,0.000263781637929521,0.0256577921724175,0.195499213468163
"ENSG00000137207",32.3333333333334,101.857142857143,6.39191608519795,0.000279743663452438,0.0256577921724175,0.187433577953079
"ENSG00000169016",-8.75,15,-6.45971295506076,0.00027618828215436,0.0256577921724175,0.186575905744618
"ENSG00000127586",-7.25,11.1428571428571,-6.39716547151801,0.000280721523466975,0.0256577921724175,0.183955542604524
"ENSG00000100918",-35.1666666666667,45.4285714285714,-6.5905715778726,0.00027187430626066,0.0256577921724175,0.177543660754299
"ENSG00000119912",11.8333333333333,32.5714285714286,6.39682660657886,0.000286491595949526,0.0256577921724175,0.168484687070456
"ENSG00000112367",31.1666666666667,72.8571428571429,6.4514957844748,0.000283649288062112,0.0256577921724175,0.167552876056375
"ENSG00000161395",-9.66666666666667,19.8571428571429,-6.42821790061525,0.000285016476150398,0.0256577921724175,0.167537233469055
"ENSG00000111540",13.6666666666667,32.8571428571429,6.46317888046058,0.000285453332203216,0.0256577921724175,0.160883501017225
"ENSG00000125910",48.0833333333334,58.8571428571429,6.52678995984954,0.000288987089996294,0.0256973631714956,0.141426801162645
"ENSG00000160877",33.3333333333333,69.2857142857143,6.48623070042406,0.000294848845876547,0.0256973631714956,0.132600569545709
"ENSG00000007392",-21.9166666666667,41.8571428571429,-6.50541354918959,0.000294695144716234,0.0256973631714956,0.129961162623483
"ENSG00000238227",21.0833333333333,41.2857142857143,6.50529189826049,0.000294729673184307,0.0256973631714956,0.129891401790792
"ENSG00000105248",-21.3333333333333,41.8571428571429,-6.49052572092781,0.000298954602984037,0.0258814964956714,0.121409089862103
"ENSG00000171302",28.0833333333334,64.2857142857143,6.43506061799178,0.000302569885777334,0.0259493215852661,0.12095738221589
"ENSG00000124177",-15.4166666666667,39.1428571428571,-6.39344352875074,0.000305342976197982,0.0259493215852661,0.120447106538432
"ENSG00000121297",29.75,44,6.46731681161848,0.00030573280475479,0.0259493215852661,0.108018069425597
"ENSG00000163755",21.8333333333333,42.8571428571429,6.45627638388613,0.000309017381469184,0.0260577903620702,0.101622644560121
"ENSG00000108946",263.083333333333,351,6.25308180548653,0.000322138972044486,0.0261223582567025,0.100732747609809
"ENSG00000174243",30.75,74.4285714285714,6.32163358385973,0.000318469905320723,0.0261223582567025,0.0992983817579223
"ENSG00000182307",-7.91666666666666,26.8571428571429,-6.24998254259958,0.000323163600688112,0.0261223582567025,0.0987658642537612
"ENSG00000099992",-9.33333333333333,24,-6.25619408337075,0.000323864136711004,0.0261223582567025,0.0962054199346687
"ENSG00000141179",13.0833333333333,34.8571428571429,6.30741353735925,0.000322154247272327,0.0261223582567025,0.0926652417146929
"ENSG00000058799",22.5,39.1428571428571,6.41929250780705,0.000320311153855689,0.0261223582567025,0.0800791519282136
"ENSG00000102882",40.4166666666667,99.5714285714286,6.21796379575844,0.000333963855310014,0.0266165054314823,0.0783644702699284
"ENSG00000062598",54.8333333333333,81,6.41424350110402,0.000321888471063868,0.0261223582567025,0.0771236881284345
"ENSG00000187037",6.16666666666667,16.1428571428571,6.18507951787958,0.000345475399626223,0.0268616638727911,0.0572563891948619
"ENSG00000164674",-12.6666666666667,22.5714285714286,-6.36537734799844,0.000335699257255215,0.0266165054314823,0.0526531026399919
"ENSG00000175866",-18.5833333333333,26.2857142857143,-6.3698429632219,0.000336139449465817,0.0266165054314823,0.0509839675354797
"ENSG00000165389",-20.9166666666667,49.2857142857143,-6.33108649534566,0.000340659429516535,0.0268109294042529,0.0466560334921464
"ENSG00000188636",-16.75,33.5714285714286,-6.34965257302535,0.000342852051679316,0.0268209442355879,0.0390080182189534
"ENSG00000137504",-10.1666666666667,46.1428571428571,-6.15594999704731,0.000356041690289238,0.0268616638727911,0.0384261837451243
"ENSG00000123342",5.25,6,6.14747154412224,0.000359184227399863,0.0268616638727911,0.0329219880490124
"ENSG00000179630",8.75,13,6.2564852630866,0.00035254998004226,0.0268616638727911,0.0315686477372745
"ENSG00000100697",126.083333333333,175.285714285714,6.16967944746209,0.000358401630740851,0.0268616638727911,0.0314678941754796
"ENSG00000180263",-27.4166666666667,31,-6.32899365669189,0.000353290180924609,0.0268616638727911,0.0193256710559035
"ENSG00000101442",-6,13.4285714285714,-6.12403261271617,0.000368033399243567,0.027087925641456,0.0176501750684386
"ENSG00000163739",52.8333333333333,37.1428571428571,6.41368331088687,0.000352319525584274,0.0268616638727911,0.00868922059784083
"ENSG00000186205",71.5833333333333,86.4285714285714,6.29677885469796,0.000361151856701322,0.0268616638727911,0.00737879610797698
"ENSG00000198382",-17.3333333333333,46.5714285714286,-6.18093555711097,0.00037546793588958,0.027087925641456,-0.00548908990781705
"ENSG00000137474",81.4166666666667,52.1428571428571,6.38539288584853,0.000361989155840016,0.0268616638727911,-0.00754016148616277
"ENSG00000106299",-10.0833333333333,20.4285714285714,-6.18488665766391,0.00037793145092133,0.027115015589306,-0.0110128533393423
"ENSG00000064763",17.75,22.8571428571429,6.26492871914252,0.000372700821774153,0.027087925641456,-0.0118621645854704
"ENSG00000176903",11.1666666666667,13.2857142857143,6.264355337087,0.000372912478809352,0.027087925641456,-0.0122098545057767
"ENSG00000167792",-30.6666666666666,92.8571428571429,-6.07763262484948,0.000386274602672087,0.027234769620202,-0.0128230006694743
"ENSG00000146535",-37.1666666666667,65.5714285714286,-6.26232061410661,0.000373664656634986,0.027087925641456,-0.0134440520941386
"ENSG00000121316",1075,1169.71428571429,6.05802899218396,0.000394281278961804,0.027234769620202,-0.0257944954606559
"ENSG00000135446",-7.33333333333333,11.8571428571429,-6.09391670520393,0.000392097569123409,0.027234769620202,-0.0264004365628194
"ENSG00000184988",23.5833333333333,29.8571428571429,6.23383738907113,0.000384737523228482,0.027234769620202,-0.0314992465763826
"ENSG00000183617",-19.75,34.2857142857143,-6.2238850502508,0.000388196410853918,0.027234769620202,-0.036867613892297
"ENSG00000182118",12.6666666666667,8.42857142857143,6.2203479434812,0.000389565131898241,0.027234769620202,-0.0390337257398876
"ENSG00000131778",-11.6666666666667,33,-6.08286807270322,0.000400547189920515,0.0273763463595148,-0.0411077833755469
"ENSG00000136444",-17,35.7142857142857,-6.2135360623238,0.000392216273779723,0.027234769620202,-0.0432103088871649
"ENSG00000160087",16.5833333333333,50.8571428571429,6.05084204864899,0.000409354767100767,0.027598843324426,-0.0533505102836553
"ENSG00000132581",9.83333333333334,29.7142857142857,6.01640444142849,0.00041190019731091,0.027598843324426,-0.0535291464373548
"ENSG00000089486",-28.1666666666667,27.4285714285714,-6.23627310117036,0.000398202841803561,0.0273601169505875,-0.0579169849392107
"ENSG00000162714",-17.0833333333333,24.4285714285714,-6.17978020026924,0.000405654722804232,0.0275802734572553,-0.0640047775038601
"ENSG00000144233",-7.25,32.1428571428571,-6.00054335178095,0.000418842469212539,0.0277504505367042,-0.064166601159136
"ENSG00000181873",-10.8333333333333,17.8571428571429,-6.1458215038219,0.000413580011918455,0.027598843324426,-0.0739682214598396
"ENSG00000175130",-35.75,55.4285714285714,-6.15840728368698,0.000414428957974978,0.027598843324426,-0.0772554673345303
"ENSG00000237765",9.83333333333334,30.7142857142857,5.9689722443972,0.000433050776952591,0.0280812158250541,-0.0854544464127658
"ENSG00000161996",-5.66666666666667,15.5714285714286,-5.96363228516842,0.000435506467004726,0.0280812158250541,-0.0890701819605537
"ENSG00000060069",27.5833333333333,49.5714285714286,6.13732104630494,0.000423293647275148,0.0279030015406856,-0.0903929489160546
"ENSG00000154589",7.75000000000001,26.5714285714286,5.94772335915146,0.000442914587385913,0.0280836630900864,-0.099868246487901
"ENSG00000088986",16.9166666666667,53,5.96186242851565,0.000446336925753823,0.0281365597953357,-0.107489326631582
"ENSG00000187554",38.75,55.8571428571429,6.10949310670293,0.000435318282297008,0.0280812158250541,-0.107829376886445
"ENSG00000183621",18.75,26.2857142857143,6.10610241505056,0.000436809302068454,0.0280812158250541,-0.109961615966292
"ENSG00000229754",-21.5833333333333,20,-6.12380773747106,0.000436283210501972,0.0280812158250541,-0.111440257911162
"ENSG00000157593",-35.3333333333333,62.8571428571429,-6.0994341211599,0.000439758268434993,0.0280836630900864,-0.114159870827996
"ENSG00000162869",15.75,36,6.06630901639192,0.000448833913931646,0.0281495714121474,-0.125215558221047
"ENSG00000160223",-78.5,68.8571428571429,-6.15058327476773,0.000443335202022771,0.0280836630900864,-0.127213132333678
"ENSG00000099377",7.08333333333333,4.28571428571429,6.01105616274256,0.000454648555496075,0.0282255769475201,-0.12775309673365
"ENSG00000243646",59,115.285714285714,5.90537248685686,0.0004633263109371,0.0282255769475201,-0.128804084497582
"ENSG00000103507",36,107.428571428571,5.9006724232661,0.000465655187753695,0.0282255769475201,-0.1320325080466
"ENSG00000169403",364.833333333333,529.857142857143,5.90015266647207,0.000465913523073646,0.0282255769475201,-0.132389734527935
"ENSG00000163814",5.16666666666666,3.71428571428571,5.89734679593262,0.000467310876614571,0.0282255769475201,-0.134318922999689
"ENSG00000213694",-81.1666666666667,72.7142857142857,-6.12341726218337,0.000450878704275886,0.0281495714121474,-0.136281255598655
"ENSG00000260916",24.1666666666667,35.8571428571429,6.0626039216108,0.000456451575602232,0.0282255769475201,-0.13746487359298
"ENSG00000120885",459.333333333333,202.857142857143,6.11184853953565,0.000460719114984953,0.0282255769475201,-0.151045058545208
"ENSG00000163681",21.3333333333333,57.1428571428571,5.96669445088134,0.000474248363565992,0.0285119872651295,-0.15406812247795
"ENSG00000073969",24,42.2857142857143,6.00728745202977,0.000482868514364851,0.0288337301504694,-0.172843313248026
"ENSG00000143570",43.5,75.1428571428571,6.00491155631652,0.000484040749484239,0.0288337301504694,-0.174373030934556
"ENSG00000143727",-13.6666666666667,44.1428571428571,-5.85412386116993,0.000498537860106176,0.0289094756788149,-0.178152656539609
"ENSG00000124541",8.91666666666666,18.5714285714286,5.89421853386304,0.000498293578914757,0.0289094756788149,-0.182571601776186
"ENSG00000185658",-13.0833333333333,44.1428571428571,-5.82733739652376,0.000504775558715207,0.0289094756788149,-0.184428567511074
"ENSG00000177628",47.25,76,5.98115242804516,0.000495939379442796,0.0289094756788149,-0.189716710517466
"ENSG00000174695",200.083333333333,325,5.8145772852783,0.000510697017271691,0.0289094756788149,-0.191782128395126
"ENSG00000169764",38.1666666666667,74.8571428571429,5.97585457660954,0.000498636813672187,0.0289094756788149,-0.193149598543298
"ENSG00000244482",219.083333333333,247.142857142857,5.92106551291149,0.000504315318344941,0.0289094756788149,-0.194919867059589
"ENSG00000196329",10.0833333333333,14.5714285714286,5.96541237434668,0.000501835507270408,0.0289094756788149,-0.196673828621756
"ENSG00000107758",27.9166666666667,67.7142857142857,5.91947436581358,0.00050913749116446,0.0289094756788149,-0.201920244619116
"ENSG00000085832",49.4166666666667,95.4285714285714,5.91304340736471,0.000510117215768458,0.0289094756788149,-0.202590231332842
"ENSG00000259850",-7.16666666666667,10.4285714285714,-5.84965679048179,0.000516033694487432,0.0290095824961636,-0.203732589973535
"ENSG00000106100",-12.0833333333333,27.5714285714286,-5.91842178185308,0.000512026752358495,0.0289094756788149,-0.206069113219917
"ENSG00000233901",12.3333333333333,16.2857142857143,5.95336409583587,0.000510271570296345,0.0289094756788149,-0.207769900738882
"ENSG00000006625",-5.83333333333333,10,-5.76712048472793,0.000537575607687926,0.0296250288754888,-0.225217662318512
"ENSG00000100523",-7.75,11.4285714285714,-5.83286480858546,0.000538643389893704,0.0296250288754888,-0.234192974207156
"ENSG00000165886",18.9166666666667,29.8571428571429,5.90590296809495,0.00053583073303798,0.0296250288754888,-0.238873714443081
